Country,City,Airport name,IATA
Malaysia,Sipitang,Sipitang Airport,SPT
Croatia,Kaštel Štafilić,Split Airport,SPU
Papua New Guinea,Sepik Plains,Sepik Plains Airport,SPV
United States of America,Spencer,Spencer Municipal Airport,SPW
Egypt,Al Jiza,Sphinx International Airport,SPX
Ivory Coast,,San Pedro Airport,SPY
United States of America,Springdale,Springdale Municipal Airport,SPZ
United States of America,Santa Ynez,Santa Ynez Airport,SQA
Colombia,Piedras,Santa Ana Airport,SQB
Australia,,Southern Cross Airport,SQC
China,Shangrao,Shangrao Sanqingshan Airport,SQD
Colombia,San Luis De Palenque,San Luis De Palenque Airport,SQE
Colombia,Solano,Solano Airport,SQF
Indonesia,Sintang,Tebelian Airport,SQG
Vietnam,Mai Son,Na San Airport,SQH
United States of America,Rock Falls,Whiteside County Airport - Joseph H Bittorf Field,SQI
China,Sanming,Sanming Shaxian Airport,SQJ
Egypt,Sidi El Barrani,Sidi EL Barrani Airport,SQK
United States of America,San Carlos,San Carlos Airport,SQL
Brazil,São Miguel Do Araguaia,São Miguel do Araguaia Airport,SQM
Indonesia,Sanana,Emalamo Sanana Airport,SQN
Sweden,Storuman,Storuman Airport,SQO
Lithuania,Šiauliai,Šiauliai International Airport,SQQ
Indonesia,Soroako,Soroako Airport,SQR
Belize,Spanish Lookout,Matthew Spain Airport,SQS
Papua New Guinea,Samarai Island,China Strait Airstrip,SQT
Peru,Plaza Saposoa,Saposoa Airport,SQU
United States of America,Sequim,Sequim Valley Airport,SQV
Denmark,Skive,Skive Airport,SQW
Brazil,São Miguel Do Oeste,São Miguel do Oeste Airport,SQX
Brazil,São Lourenço Do Sul,São Lourenço do Sul Airport,SQY
United Kingdom,Scampton,RAF Scampton,SQZ
Brazil,Santa Rosa,Luis Alberto Lehr Airport,SRA
Bolivia,Santa Rosa,Santa Rosa De Yacuma Airport,SRB
Bolivia,San Ramón / Mamoré,San Ramón Airport,SRD
Bolivia,Yamparaez,Alcantarí Airport,SRE
Indonesia,Semarang,Achmad Yani Airport,SRG
Chad,Sarh,Sarh Airport,SRH
Bolivia,San Borja,Capitán Av. German Quiroga G. Airport,SRJ
Mexico,Mulegé,Palo Verde Airport,SRL
Australia,Sandringham Station,Sandringham Airport,SRM
Australia,,Strahan Airport,SRN
Colombia,Santana Ramos,Santana Ramos Airport,SRO
Norway,Leirvik,"Stord Airport, Sørstokken",SRP
United States of America,Sarasota/Bradenton,Sarasota Bradenton International Airport,SRQ
Australia,North Stradbroke Island,Dunwich Airport,SRR
Colombia,San Marcos,San Marcos Airport,SRS
Uganda,Soroti,Soroti Airport,SRT
United States of America,Stony River,Stony River 2 Airport,SRV
United States of America,Salisbury,Mid-Carolina Regional Airport,SRW
Libya,Sirt,Sirt International Airport / Ghardabiya Airbase,SRX
Iran,Sari,Sari Dasht-e Naz International Airport,SRY
Bolivia,Santa Cruz,El Trompillo Airport,SRZ
Brazil,Salvador,Deputado Luiz Eduardo Magalhães International Airport,SSA
United States of America,Sumter,Shaw Air Force Base,SSC
Chile,San Felipe,Víctor Lafón Airport,SSD
India,Solapur,Solapur Airport,SSE
United States of America,San Antonio,Stinson Municipal Airport,SSF
Equatorial Guinea,Malabo,Malabo Airport,SSG
Egypt,Sharm El Sheikh,Sharm El Sheikh International Airport,SSH
United States of America,St Simons Island,St Simons Island Airport,SSI
Norway,Alstahaug,"Sandnessjøen Airport, Stokka",SSJ
Australia,Sturt Creek,Sturt Creek Airport,SSK
Colombia,Santa Rosalia,Santa Rosalia Airport,SSL
South Korea,Seongnam,Seoul Air Base (K-16),SSN
Brazil,São Lourenço,São Lourenço Airport,SSO
Australia,Silver Plains,Silver Plains Airport,SSP
Canada,La Sarre,La Sarre Airport,SSQ
Vanuatu,Pentecost Island,Sara Airport,SSR
Papua New Guinea,Siassi,Siassi Airport,SSS
Argentina,Santa Teresita,Santa Teresita Airport,SST
United States of America,Friday Harbor,Stuart Island Airpark,SSW
South Africa,Singita Safari Lodge,Singita Safari Lodge Airport,SSX
Angola,Mbanza Congo,Mbanza Congo Airport,SSY
Brazil,Guarujá,Santos Nero Moura Air Base / Guarujá Airport,SSZ
Denmark,Skjern,Stauning Vestjylland Airport,STA
Venezuela,San Carlos del Zulia,Miguel Urdaneta Fernández Airport,STB
United States of America,Saint Cloud,Saint Cloud Regional Airport,STC
Venezuela,Santo Domingo,Mayor Buenaventura Vivas International Airport,STD
United States of America,Stevens Point,Stevens Point Municipal Airport,STE
United States of America,St George,St George Airport,STG
Australia,Strathmore,Strathmore Airport,STH
Dominican Republic,Santiago,Cibao International Airport,STI
United States of America,St Joseph,Rosecrans Memorial Airport,STJ
United States of America,Sterling,Sterling Municipal Airport,STK
United States of America,St Louis,St. Louis Lambert International Airport,STL
Brazil,Santarém,Santarém - Maestro Wilson Fonseca International Airport,STM
United Kingdom,London,London Stansted Airport,STN
United States of America,Saint Paul,Saint Paul Downtown Holman Field,STP
United States of America,St Marys,St Marys Municipal Airport,STQ
Germany,Stuttgart,Stuttgart Airport,STR
United States of America,Santa Rosa,Charles M. Schulz Sonoma County Airport,STS
Virgin Islands,Charlotte Amalie,Cyril E. King Airport,STT
Belize,Santa Cruz,Santa Cruz Airport,STU
India,Surat,Surat Airport,STV
Russia,Stavropol,Stavropol Shpakovskoye Airport,STW
Virgin Islands,Christiansted,Henry E Rohlsen Airport,STX
Uruguay,Salto,Nueva Hesperides International Airport,STY
Brazil,Santa Terezinha,Santa Terezinha Airport,STZ
United States of America,Stuart,Witham Field,SUA
Indonesia,Surabaya,Juanda International Airport,SUB
United States of America,Stroud,Stroud Municipal Airport,SUD
United States of America,Sturgeon Bay,Door County Cherryland Airport,SUE
Italy,Lamezia Terme (CZ),Lamezia Terme Sant'Eufemia International Airport,SUF
Philippines,Surigao City,Surigao Airport,SUG
Georgia,Sukhumi,Sukhumi Babushara / Vladislav Ardzinba International Airport,SUI
Romania,Satu Mare,Satu Mare International Airport,SUJ
Russia,Batagay-Alyta,Sakkyryr Airport,SUK
Pakistan,Sui,Sui Airport,SUL
United States of America,Sumter,Sumter Airport,SUM
United States of America,Hailey,Friedman Memorial Airport,SUN
United States of America,Sunriver,Sunriver Airport,SUO
Indonesia,Sumenep-Madura Island,Trunojoyo Airport,SUP
Ecuador,Sucúa,Sucúa Airport,SUQ
Canada,Summer Beaver,Summer Beaver Airport,SUR
United States of America,St Louis,Spirit of St Louis Airport,SUS
Tanzania,Sumbawanga,Sumbawanga Airport,SUT
United States of America,Fairfield,Travis Air Force Base,SUU
Fiji,Nausori,Nausori International Airport,SUV
United States of America,Superior,Richard I Bong Memorial Airport,SUW
United States of America,Sioux City,Sioux Gateway Airport / Brigadier General Bud Day Field,SUX
Russia,Suntar,Suntar Airport,SUY
United States of America,Savoonga,Savoonga Airport,SVA
Madagascar,Sambava,Sambava Airport,SVB
United States of America,Silver City,Grant County Airport,SVC
Saint Vincent and the Grenadines,Kingstown,Argyle International Airport,SVD
United States of America,Susanville,Susanville Municipal Airport,SVE
Benin,Savé,Savé Airport,SVF
Norway,Stavanger,"Stavanger Airport, Sola",SVG
United States of America,Statesville,Statesville Regional Airport,SVH
Colombia,San Vicente Del Caguán,Eduardo Falla Solano Airport,SVI
Norway,Svolvær,"Svolvær Airport, Helle",SVJ
Belize,Silver Creek,Silver Creek Airport,SVK
Finland,Savonlinna,Savonlinna Airport,SVL
United States of America,Savannah,Hunter Army Air Field,SVN
Russia,Moscow,Sheremetyevo International Airport,SVO
Angola,Kuito,Kuito Airport,SVP
Spain,Sevilla,Sevilla Airport,SVQ
United States of America,Stevens Village,Stevens Village Airport,SVS
Botswana,Savuti,Savuti Airport,SVT
Fiji,Savusavu,Savusavu Airport,SVU
Venezuela,San Salvador de Paul,San Salvador de Paul Airport,SVV
United States of America,Sparrevohn,Sparrevohn LRRS Airport,SVW
Russia,Yekaterinburg,Koltsovo Airport,SVX
Venezuela,,San Antonio Del Tachira Airport,SVZ
China,Jieyang (Rongcheng),Jieyang Chaoshan International Airport,SWA
Australia,Shaw River,Shaw River Airport,SWB
Australia,,Stawell Airport,SWC
United States of America,Seward,Seward Airport,SWD
Papua New Guinea,Siwea,Siwea Airport,SWE
United States of America,Newburgh,New York Stewart International Airport,SWF
Papua New Guinea,Satwag,Satwag Airport,SWG
Australia,,Swan Hill Airport,SWH
Vanuatu,Malekula Island,Southwest Bay Airport,SWJ
Philippines,San Vicente,San Vicente Airport,SWL
United States of America,Stillwater,Stillwater Regional Airport,SWO
Namibia,Swakopmund,Swakopmund Municipal Aerodrome,SWP
Indonesia,Sumbawa Island,Sumbawa Besar Airport,SWQ
Papua New Guinea,Silur Mission,Silur Airport,SWR
United Kingdom,Swansea,Swansea Airport,SWS
Russia,Strezhevoy,Strezhevoy Airport,SWT
South Korea,Suwon,Suwon Airport,SWU
Russia,Evensk,Severo-Evensk Airport,SWV
United States of America,Sweetwater,Avenger Field,SWW
Botswana,Shakawe,Shakawe Airport,SWX
Malaysia,Sitiawan,Sitiawan Airport,SWY
Papua New Guinea,Sialum,Sialum Airport,SXA
France,Strasbourg,Strasbourg Airport,SXB
Australia,Sale,West Sale Airport,SXE
Zambia,Senanga,Senanga Airport,SXG
Papua New Guinea,Sehulea,Sehulea Airport,SXH
Iran,Siri,Siri Airport,SXI
China,Shanshan,Shanshan Airport,SXJ
Indonesia,Saumlaki-Yamdena Island,Mathilda Batlayeri Airport,SXK
Ireland,Sligo,Sligo Airport,SXL
Sint Maarten,Saint Martin,Princess Juliana International Airport,SXM
Botswana,Sowa,Sua Pan Airport,SXN
Brazil,São Félix Do Araguaia,São Félix do Araguaia Airport,SXO
United States of America,Nunam Iqua,Nunam Iqua Airport,SXP
United States of America,Soldotna,Soldotna Airport,SXQ
India,Srinagar,Sheikh ul Alam International Airport,SXR
Malaysia,Sahabat,Sahabat [Sahabat 16] Airport,SXS
Malaysia,Taman Negara,Sungai Tiang Airport,SXT
Ethiopia,Soddu,Soddu Airport,SXU
India,Salem,Salem Airport,SXV
Papua New Guinea,Sauren,Sauren Airport,SXW
Brazil,São Félix do Xingu,São Félix do Xingu Airport,SXX
United States of America,Sidney,Sidney Municipal Airport,SXY
Turkey,Siirt,Siirt Airport,SXZ
United States of America,Shemya,Eareckson Air Station,SYA
Peru,Shiringayoc,Shiringayoc Airport,SYC
Australia,Sydney,Sydney Kingsford Smith International Airport,SYD
Yemen,Sa'dah,Sadah Airport,SYE
Nepal,Namche Bazaar,Syangboche Airport,SYH
United States of America,Shelbyville,Bomar Field Shelbyville Municipal Airport,SYI
Iran,Sirjan,Sirjan Airport,SYJ
Iceland,Stykkishólmur,Stykkishólmur Airport,SYK
China,Pu'er,Pu'er Simao Airport,SYM
United States of America,Dennison,Stanton Airfield,SYN
Japan,Shonai,Shonai Airport,SYO
Panama,Santiago,Ruben Cantu Airport,SYP
Costa Rica,San Jose,Tobías Bolaños International Airport,SYQ
United States of America,Syracuse,Syracuse Hancock International Airport,SYR
Russia,Saskylakh,Saskylakh Airport,SYS
France,Saint-Yan,Saint-Yan Airport,SYT
Australia,Sue Islet,Warraber Island Airport,SYU
United States of America,Sylvester,Sylvester Airport,SYV
Pakistan,Sehwan Sharif,Sehwan Sharif Airport,SYW
China,Sanya (Tianya),Sanya Phoenix International Airport,SYX
United Kingdom,"Stornoway, Western Isles",Stornoway Airport,SYY
Iran,Shiraz,Shiraz Shahid Dastghaib International Airport,SYZ
Angola,Soyo,Soyo Airport,SZA
Malaysia,Subang,Sultan Abdul Aziz Shah International Airport,SZB
Ethiopia,Semera,Semera Airport,SZE
Turkey,Samsun,Samsun-Çarşamba Airport,SZF
Austria,Salzburg,Salzburg Airport,SZG
Kazakhstan,Zaysan,Zaysan Airport,SZI
Cuba,Isla de la Juventud,Siguanea Airport,SZJ
South Africa,Skukuza,Skukuza Airport,SZK
United States of America,Knob Noster,Whiteman Air Force Base,SZL
Namibia,,Sesriem Airstrip,SZM
United States of America,Santa Cruz Island,Santa Cruz Island Airport,SZN
United States of America,Santa Paula,Santa Paula Airport,SZP
Bulgaria,Stara Zagora,Stara Zagora Airport,SZR
New Zealand,Oban,Ryan's Creek Aerodrome,SZS
China,Suzhou,Suzhou Guangfu Airport,SZV
China,Shenzhen (Bao'an),Shenzhen Bao'an International Airport,SZX
Poland,Olsztyn,Olsztyn-Mazury Airport,SZY
Poland,Glewice,Solidarity Szczecin–Goleniów Airport,SZZ
Trinidad and Tobago,Scarborough,A.N.R. Robinson International Airport,TAB
Philippines,Tacloban City,Daniel Z. Romualdez Airport,TAC
United States of America,Trinidad,Perry Stokes Airport,TAD
South Korea,Daegu,Daegu Airport,TAE
Algeria,Tafraoui,Oran Tafraoui Airport,TAF
Philippines,Panglao,Bohol-Panglao International Airport,TAG
Vanuatu,Imanaka,Tanna Airport,TAH
Yemen,Ta'izz,Ta'izz International Airport,TAI
Papua New Guinea,Aitape,Tadji Airport,TAJ
Japan,Takamatsu,Takamatsu Airport,TAK
United States of America,Tanana,Ralph M Calhoun Memorial Airport,TAL
Mexico,Tampico,General Francisco Javier Mina International Airport,TAM
Australia,,Tangalooma Airport,TAN
China,Qingdao (Jiaozhou),Qingdao Jiaodong International Airport,TAO
Mexico,Tapachula,Aeropuerto Internacional de Tapachula,TAP
Australia,Tarcoola,Tarcoola Airport,TAQ
Italy,Grottaglie,Taranto-Grottaglie Marcello Arlotta Airport,TAR
Uzbekistan,Tashkent,Tashkent International Airport,TAS
Slovakia,Poprad,Poprad-Tatry Airport,TAT
Colombia,Tauramena,Tauramena Airport,TAU
Uruguay,Tacuarembo,Tacuarembo Airport,TAW
Indonesia,Tikong-Taliabu Island,Taliabu Island Airport,TAX
Estonia,Tartu,Tartu Airport,TAY
Turkmenistan,Daşoguz,Daşoguz Airport,TAZ
Vietnam,Tuy Hoa,Dong Tac Airport,TBB
United States of America,Tuba City,Tuba City Airport,TBC
Papua New Guinea,Timbunke,Timbunke Airport,TBE
Kiribati,,Tabiteuea North Airport,TBF
Papua New Guinea,Tabubil,Tabubil Airport,TBG
Philippines,Tablas Island,Tugdan Airport,TBH
Bahamas,Cat Island,New Bight Airport,TBI
Tunisia,Tabarka,Tabarka-Aïn Draham International Airport,TBJ
Australia,,Timber Creek Airport,TBK
Australia,,Tableland Homestead Airport,TBL
Indonesia,Tumbang Samba-Borneo Island,Tumbang Samba Airport,TBM
United States of America,Fort Leonard Wood,Waynesville-St. Robert Regional Airport-Forney Field,TBN
Tanzania,Tabora,Tabora Airport,TBO
Peru,Tumbes,Captain Pedro Canga Rodríguez International Airport,TBP
Papua New Guinea,Tarabo,Tarabo Airport,TBQ
United States of America,Statesboro,Statesboro Bulloch County Airport,TBR
Georgia,Tbilisi,Tbilisi International Airport,TBS
Brazil,Tabatinga,Tabatinga Airport,TBT
Tonga,Nuku'alofa,Fua'amotu International Airport,TBU
Marshall Islands,Tabal Island,Tabal Airstrip,TBV
Russia,Tambov,Donskoye Airport,TBW
Botswana,Tshabong,Tshabong Airport,TBY
Iran,Tabriz,Tabriz International Airport,TBZ
Australia,Tennant Creek,Tennant Creek Airport,TCA
Bahamas,Treasure Cay,Treasure Cay Airport,TCB
United States of America,Tucumcari,Tucumcari Municipal Airport,TCC
Colombia,Tarapacá,Tarapacá Airport,TCD
Romania,Mihail Kogălniceanu,Tulcea Danube Delta Airport,TCE
China,Tacheng,Tacheng Qianquan Airport,TCG
Gabon,Tchibanga,Tchibanga Airport,TCH
Papua New Guinea,Torembi,Torembi Airport,TCJ
Papua New Guinea,Tinboli,Tinboli Airport,TCK
United States of America,Tuscaloosa,Tuscaloosa National Airport,TCL
United States of America,Tacoma,McChord Air Force Base,TCM
Mexico,,Tehuacan Airport,TCN
Colombia,Tumaco,La Florida Airport,TCO
Egypt,Taba,Taba International Airport,TCP
Peru,Tacna,Coronel FAP Carlos Ciriani Santa Rosa International Airport,TCQ
India,Vagaikulam,Tuticorin Airport,TCR
United States of America,Truth or Consequences,Truth or Consequences Municipal Airport,TCS
United States of America,Takotna,Takotna Airport,TCT
South Africa,Homeward,Thaba Nchu Tar Airport,TCU
Australia,,Tocumwal Airport,TCW
Iran,Tabas,Tabas Airport,TCX
Namibia,Terrace Bay,Terrace Bay Airport,TCY
China,Baoshan (Tengchong),Tengchong Tuofeng Airport,TCZ
Colombia,Trinidad,Trinidad Airport,TDA
Papua New Guinea,Tetebedi,Tetebedi Airport,TDB
Bolivia,Trinidad,Teniente Av. Jorge Henrich Arauz Airport,TDD
Philippines,Tandag,Tandag Airport,TDG
Djibouti,Tadjoura,Tadjoura Airport,TDJ
Kazakhstan,Taldykorgan,Taldykorgan Airport,TDK
Argentina,Tandil,Héroes De Malvinas Airport,TDL
Australia,Drysdale River,Theda Station Airport,TDN
United States of America,Toledo,Ed Carlson Memorial Field South Lewis County Airport,TDO
Peru,Corrientes,Trompeteros Airport,TDP
Australia,,Theodore Airport,TDR
Papua New Guinea,Sasereme,Sasereme Airport,TDS
South Africa,Timbavati,Tanda Tula Airport,TDT
Madagascar,Tanandava,Samangoky Airport,TDV
United States of America,Amarillo,Tradewind Airport,TDW
Thailand,Laem Ngop,Trat Airport,TDX
United States of America,Toledo,Toledo Executive Airport,TDZ
Honduras,Tela,Tela Airport,TEA
United States of America,Teterboro,Teterboro Airport,TEB
Brazil,Telêmaco Borba,Telêmaco Borba Airport,TEC
Denmark,Thisted,Thisted Airport,TED
Algeria,Tébessi,Cheikh Larbi Tébessi Airport,TEE
Australia,,Telfer Airport,TEF
Burkina Faso,Tenkodogo,Tenkodogo Airport,TEG
India,Tezu,Tezu Airport,TEI
United States of America,Tatitlek,Tatitlek Airport,TEK
Malaysia,Telupid,Telupid Airport,TEL
Australia,Temora,Temora Airport,TEM
China,Tongren (Daxing),Tongren Fenghuang Airport,TEN
Papua New Guinea,Terapo Mission,Terapo Airport,TEO
Papua New Guinea,Teptep,Tep Tep Airport,TEP
Turkey,Çorlu,Tekirdağ Çorlu Airport,TEQ
Portugal,Praia da Vitória,Lajes Airport,TER
Eritrea,Tessenei,Tessenei Airport,TES
Mozambique,Tete,Chingozi Airport,TET
New Zealand,,Manapouri Airport,TEU
Spain,Teruel,Teruel Airport,TEV
United States of America,Telluride,Telluride Regional Airport,TEX
Iceland,Þingeyri,Þingeyri Airport,TEY
India,,Tezpur Airport,TEZ
Papua New Guinea,Tifalmin,Tifalmin Airport,TFB
Brazil,Tefé,Tefé Airport,TFF
Papua New Guinea,Tufi,Tufi Airport,TFI
Brazil,Teófilo Otoni,Juscelino Kubitscheck Airport,TFL
Papua New Guinea,Telefomin,Telefomin Airport,TFM
Spain,Tenerife,Tenerife Norte-Ciudad de La Laguna Airport,TFN
Spain,Tenerife,Tenerife Sur Airport,TFS
Pakistan,Taftan,Taftan Airport,TFT
China,Chengdu (Jianyang),Chengdu Tianfu International Airport,TFU
Singapore,Western Water Catchment,Tengah Air Base,TGA
Malaysia,Belawai,Tanjung Manis Airport,TGC
Montenegro,Podgorica,Podgorica Airport / Podgorica Golubovci Airbase,TGD
Malaysia,Kuala Terengganu,Sultan Mahmud Airport,TGG
Vanuatu,Tongoa Island,Tongoa Airport,TGH
Peru,Tingo Maria,Tingo Maria Airport,TGI
New Caledonia,Tiga,Tiga Airport,TGJ
Russia,Taganrog,Taganrog Yuzhny Airport,TGK
Papua New Guinea,Sudest Island,Tagula Airport,TGL
Romania,Recea,Târgu Mureş Transilvania International Airport,TGM
Australia,Morwell,Latrobe Valley Airport,TGN
China,Tongliao,Tongliao Airport,TGO
Russia,Bor,Podkamennaya Tunguska Airport,TGP
Brazil,Tangará da Serra,Tangará da Serra Airport,TGQ
Algeria,Touggourt,Touggourt Sidi Madhi Airport,TGR
